name;grade;stars;address;gps;link
ibis Styles Paris Montparnasse;7.3;3;22, Rue Hyppolyte Maindron, 75014, Paris, France;;https://www.trivago.fr/forward.php?enc=_jVuBgzyJmfE.oi5VHMuAZvXx2oZOZDVaPQ9ShJIR7YN7cEyNRfSy.t.8LZ0NJRGy8.IjCTtp.1x6mjeUoduGjDHuMoD95-rWGdM28MUMxHuBBD6O5GBgIB3Y4yY5ffnIvJpm0D5F8vvKntbXNVRPT1A0BFAbNocDOF4iGxoR9PxKrZWwazqYa0xC6aJrU264hDlmhfYz97yFZKIr9aMXjBdxlGV24rDeX7v9j.D3w2N2WAgoZhsNztm5b1unR3RTucwROMb.dKImCSPNOvxtniKhZbFWUAOlCknVxHvLFFwa.76ih.If2N5qfHsd51vnrVg56j-7XTM71ROSo.z4KMBBCHY=
Timhotel Tour Eiffel;7.4;3;11, Rue Juge, 75015, Paris, France;[48.8501513, 2.2923345];https://www.trivago.fr/forward.php?enc=_AMZy-ocw.BsIBff0a58e0k.yzJ-VuHzZOlQALmRZPPvV.pId5JDmeLCoq.Q5D2b-VtD8UgaWvEH-6mv5PeFujkfYtl6FSwUzs-w85kwA48MPAR6gx9dW9zBfyOo--B0aU.g.iXERONjt2CcWPfkmSKwY68dpdtGlt5tT-QYA04lERR3X7eABZNC7TvpcT5TI3yD2-L56I8d4e0ZCeqlnOZFEu9pITZptWVGa4NCNZPFbSFmr-K14YBWl8mHlqQqcyN6Wc65oVzZxkA==
name;grade;stars;address;gps;link
ibis Daumesnil Porte Dorée;7.5;3;111 Boulevard Poniatowski, 75012, Paris, France;[48.8350727, 2.4054628];https://www.trivago.fr/forward.php?enc=_Trt7.PLGZYkLV3hAy..ZTEVfviAsMIvj2B1H.xN7ZxcFV3oeRGw9p9kcWBDOce..isG8NXcO.uxUzHf7vs7WmOR16y6U8t3p-GYAEKvgS9MUx8H5mw9MnyGWCfEmFrRv05ShN-qrXOYh1swL2vMJw3XkwiyX3HAx8SpeVCp4Op1IV3kcxNYmz1C5OZFUocrG1tnokaWCiL6PF.xw8zFufF-VSUf9M2eglLSo1CNWg8UQnLUzvTO4fIsdHDGzlj6KKLgQ.LOGZFTUS.j7ZwWhHwKyttzHrjDA7YRmvREJr0kUuyxnhb.4cqMuxbbd0bCDfHT8reD0GL5c6jy907eKwn3O5T0=
Color Design Hotel;7.8;3;35, rue de Citeaux, 75012, Paris, France;[48.8494118, 2.3809774];https://www.trivago.fr/forward.php?enc=_W4QOVw0yCp0M59cqSklAxGmnQr4MIKSBMZeB5osBq.RhDFKii8F5vla6qobMqan9CksGf9Ar8rP-8M.EYV3cRyEnjystwYs36kgllQvOmuC3zdzgSDxWrpE6bEG1d0-Z5krUCa9Mvyf-J2kO8olCR11A2dlCrf1E0mnleg==
My Hotel In France Marais by HappyCulture;7.1;3;2 bis rue Commines, 75003, Paris, France;[48.861530200000004, 2.365004739741557];https://www.trivago.fr/forward.php?enc=_p53GhjX82aLCKi0rMIfT-3thB.tSfY7V0-ZYmtcXnBobg01fYL6j7w4II5ysW8Qpo9Pl4eHCWg9Tu5LHFrLFZR-p1bq2P44ahPujiRCP1wnoy4t-aBcmkK6WeYFSvE0VHCptPBNpv1LiY-9sP6xOQJC0eMuf88mB
7 Eiffel;8.5;4;17 bis, rue Amélie, 75007, Paris, France;[48.8579907, 2.3078055];https://www.trivago.fr/forward.php?enc=_O4.ndH9730uYcVGbBAm88tIoMZohlh1xkpgqbMdckTDuGTRUaRN922cUzFofG8jCFF9msJrjpLtr1Uh6hfvt1NZjDV4ADchxMyEtFyIHP1lukJWTqDUMpeCK3ihzzpnlPhPixdDYuDOE2Xjd
New Hôtel Gare du Nord;7.1;2;40, rue de Saint Quentin, 75010, Paris, France;[48.879539, 2.3560233];https://www.trivago.fr/forward.php?enc=_mhV14XcSAQZy1lx.Twbq6dSoPSK87leorf-YXpq-vlIf29M1cy.05Mwt6cO8Anz4Lwbft.jSp75XjEtJIb9ofv2QZSBNoVR4e3y3F9l9vAO4YgnaXItHlnzZO.Ggpms1IERSZqC4Yhvif7sw6NmBQ3H6RQ==
Du Lion;8.3;2;1, Avenue Du Gal-Leclerc - Place Denfert Rochereau, 75014, Paris, France;;https://www.trivago.fr/forward.php?enc=_DH8o88BpZ1kWoxIBoTl3l7mt7sKk67MoCc68WAY38NkR8B38kePr2W3sXMHVLFzghhpqwUkYXX8a6kbXAFruKBONv7gAkfkkeDbuSxKalEKwhQH9HhYL0pxbAtcdi58siS9kGy0z9818SWQ=
Le Grand Hôtel de Clermont;7.7;2;18 rue Veron, 75018, Paris, France;[48.8845891, 2.3364632];https://www.trivago.fr/forward.php?enc=_mnXHrn0ef.wdaio3H2miINQVoWa3gi9TOv5ML0q6S4F9EvY-.4tVr1LiZ-03tivYIMrrFR8ehQaZP9WRp9hN9mlnN4eT2Buv61jglNI5I3tiRFPnlvkPXc9ZrpeveIfr2EfzKZMWkJe9XOErrWLrdZS9u5qHjdqlT2F5
Hotel Nouvel hôtel Eiffel;8.5;3;5, rue des Volontaires, 75015, Paris, France;[48.8433398, 2.3067397];https://www.trivago.fr/forward.php?enc=_aFibgPSLMFE6yaUWRO.D.VDj9U2UFgKmdue5dXG4F4pd87tQwKASPCe30JMsJiwMxfqwhcx2lVyZ7rKQddiEIzTgDDKzrorwKTUnGmAeNV35U9lho-AJrc582UjanSehqv7djxh60.IWWotVDh7XMRwLQyiwMI15zFcK8uZBfg==
Meliá París Champs Elysées;8.1;4;102 Avenue Victor Hugo, 75016, Paris, France;[48.8687527, 2.28288];https://www.trivago.fr/forward.php?enc=_NgRkYwivV3KlcnlFLjO5pgWB0fAyczoSCCv8Qvt3J-.isp5JTSBiGwUagoKFUltrsYcsbZHW917THFxG1sp-R.o7lNxpCZUmrHPRXGJID.DTZB7LhbTsQBtJ33hQqXWNCTMQKoIr1BoKWNe1o-sMkYhhAGiCh-LmnbNiZQH71H2ANejeY09IAgex3my9-VzFDez4OS.P1wEIboUMfrFSqEUzffyL1fZP46XNujasgVN721I=
Andrea Paris;8.0;3;3 rue St Bon, 75004, Paris, France;[48.8581962, 2.3502811];https://www.trivago.fr/forward.php?enc=_NM6Uv324ih-8.haYF7bVIhFS1vb17k7Lj2K3QoTPVlSAwZOj2-tul7KhLiogOV0nXqVRf2ZiEa3Pk-5cqgfWBCVrmYbhRQ7ip5FraG.dBEKvFrNRYPZu1UBIhvPaWOV-Dy1NIHTtzmUU.EUAfXfYe4Yqfkh.T2L2-S-KpS2qkheDFPyA0BLHrAMZfcgtSxcxUIGO-.gXna0ad0yBfUk4NTEzhjjV8ibhK.zIl7PWE8xYGCPUQ2LuRIreheEhBUMdweMY.dz5ssBPU0wpyFm8BUZyGVAudmkoQGReRl.cqZ4wu0ILLhv6adThKGIpnHdViw==
Istria St Germain Hotel Paris;7.7;3;29, rue Campagne-Première, 75014, Paris, France;[48.8390829, 2.3316404];https://www.trivago.fr/forward.php?enc=_tH4inDetCVHC4IgSjYmvWWD18f7RzE3hPkoMf-0O-wTiky7BLBcO4GmvJcuXVCVBar3LdhI2DeR-sOFwebLKkWl.iF52XrQloK-I1lr8xWtgwb5uV9RgfGXUHueuMrfte0kKNv0aNhO8YDu.o6XvCaA.ktl9Pgcznrg=
Beaugrenelle Saint Charles Tour Eiffel;7.8;3;82, rue de Saint Charles, 75015, Paris, France;;https://www.trivago.fr/forward.php?enc=_E2jx8pwx4QRkQSaI0U6.tKtsWND0DXVHzTN.mrS1O3jDcgaGvy1zCOqTXVWljF41KaHkPpxZvDNz17zOUmUObdXKzmQax4S94AJvCWyq49qgsFkLw5WQzlCMhsqrgtDca78ks8XNwsRX0P3yW4zm5QUMtPkmKQ==
Hotel Campanile Paris 19 - La Villette;8.0;3;147/151 avenue de Flandre, 75019, Paris, France;[48.8890822, 2.3749298];https://www.trivago.fr/forward.php?enc=_Epdorw6ldGaE1bA9QF2ryj7GAV8SdqFnguz-sAPWZcBjRuFoMWsbfhH8KJAEdEE.8C4RmXcNLkNSIC6cunJs6.-rKdueO2a0IU3Gxe3mSvfeARhefbJ-6WxV-63b5PxVBA2XxK3heAgBOhuvbTLg9oI9adgWNohMYdUqA7.HiEzaB8AE78k5wmyl9a1wIc2Wzed-pA==
Chouette Hôtel;8.3;3;237 Rue De La Convention, 75015, Paris, France;[48.8357607, 2.3019643];https://www.trivago.fr/forward.php?enc=_ry8wDBpQT8gXeOGoSLMTjmboSOrUU-.PWpdrbe3eyYPq41pw4sMyXj5UvJwWLvHnPHxw9DNnWpAA1-.WZgtoOE2tRlQKGjPIg5KvbDNbNmHuQpYn9DN5ZDOVdVnEsZuw5gyZlQ9wf03E3nPw5OsN0KGy
Hotel Plaza Tour Eiffel;8.5;4;32, Rue Greuze, 75116, Paris, France;[48.8645141, 2.2822562];https://www.trivago.fr/forward.php?enc=_dbNKAJeyRL5KArxGApPR1h6IKHlIx8kfLwzjHG5-4h3xKLdtSp6mJZIAntUHVaCBoHaO-dsRoJTwwYWQ.xPA5v604gvCdP0qXxpagLcIcvptPfF-IsdE2vkBDPgViE2rJjB-xGJvOG3K5aOWIpeGYGMvREs=
Hotel Gaston;8.3;3;51, Boulevard Pereire, 75017, Paris, France;[48.8874991, 2.3079344];https://www.trivago.fr/forward.php?enc=_-6NkcGiPKzpNHqWsoa1J11r5QsFDIJBgQho2WnCHu3s9vBjJX4YvtG0K41RpLtCu93nFeMJ73UbsWOw0qehCkEah-LoxFejzdHhvkyc0gnmGeOwzQosubemF8Fc14hQx6KfAbOnhUBPelkVbOUCvEJI=
Hotel Trinité Haussmann;7.9;4;41 Rue Jean-Baptiste Pigalle, 75009, Paris, France;[48.8800289, 2.3343779];https://www.trivago.fr/forward.php?enc=_GMQCBFJTQPsHU8-FvYByI5lCyb3rzf05pPU1ydBPhdsvp9j16QK4NG9Hp1ydjrMLf31GGJgaPVbsVN3OvVSg2Z-zM01nhz1RkmZbI9vXvP9c1xoTp1vpZpE5qNwQU2xBfg2pqLx9HK7prdx1v-7xeLuftfxVSwwBKw==
ibis Paris Gare du Nord Château-Landon 10ème;7.5;3;197-199, Rue La Fayette, 75010, Paris, France;[48.88108, 2.3627892075492007];https://www.trivago.fr/forward.php?enc=_Zc.yltj97Y.oeN1byWgLhE7P-oal.3prQsa0vAl6cYHrmcotlnGtfFxCBx3VqhLKBYDCkjxPft2SDNyI0UZ.jn3kUV4uDg5WtvZQrBHkAAaEur6oLKJa8O.8xBAMHTJ3Z1UJwlQ9TFXH-jEhJ1oWjP1YYVRNOUdiJKSjpJeIxw18qjSwn5slT3QWVsWzJUxHMeG-BLATpvYbvYALOoTU..LjFUQIWG8u6sK4lzM-Zpf5RSGaDjUZyyZlTyWo3guy9Lj7jpLQZbn29i3sb3zM2awSsuL0Wtpk0DhBN.g8ixtTC7rDsnl2RxBREsgNBNs.okBG-TFyNfJICnipEsibTC9NQwU=
L'hotel Pergolese Paris;8.1;4;3 rue Pergolèse, 75016, Paris, France;[48.8757511, 2.2863398];https://www.trivago.fr/forward.php?enc=_kGKmSCbpIqusDG3gWhnAs36lGC944eulQkVFmFR.Ubr-SQKuCps5mpmH6m.tZP9U7g6XUUKULsolvwxsSb-tjWvN9.asMaN7RpklHbNAVTAizmGaLWyo1XErApWseddiK41dt927l2GEFzanaWBUxg==
Mercure Paris Montmartre Sacré-Coeur 4 étoiles;8.2;4;3 rue Caulaincourt, 75018, Paris, France;[48.8852398, 2.3300554];https://www.trivago.fr/forward.php?enc=_7Ow3N.2drd.58rfsD55BLMgAnSgGHFJkH25uO7jr2xZnRjksoSvh80H.8jDmeme3JV77PcZEjv316jlxBEl2d3eL3xgg0J7RPzX1QF2piw5K92WjWUQlaMJztaJLTwCitMnasyGn5zSxEfU7uFcnDpngTsHXTrqIuITvHfO7.4CGOE4Lb8nYcxDyeA==
Hotel Saint George Lafayette;7.5;2;11, rue Victor Masse, 75009, Paris, France;[48.8805841, 2.339224];https://www.trivago.fr/forward.php?enc=_BcCA0pW9iJxIy7Er96FOLy5I39ry7OfgOz8756hz2McpKBiLsy1nSmsoe-gF-7bTccwzx.js1lIzquSZCjR1K7aHEGI2afj6Z.mvMcxlZkFBf4mjz5QrA7RciKAKQHT7JANBHEJjN6TtwUNbJb2URFS4yBnllA==
Hotel Adagio Paris XV;6.9;3;20, rue d'Oradour-sur-Glane, 75015, Paris, France;[48.8312736, 2.2821648];https://www.trivago.fr/forward.php?enc=_wxNxHaI0.K0Ukqoz2kR5LjoUi1clW7V-v62by-zFn33Ke32XH5xMJ8jzgclL21gIqu7x6W6Q4FWg5V6hZQbvG7mzgI6XMQlyrPN9NtNQYxXqcslqF2NvEn7ydUT5sFtQ8LGdUNEQDTKHpQ81nbF5YGsgpYBJb9Gtzmq6e3zQpDW08fpRZXG8ZtNX6BHv.xI9TmN3ZMJru.k03p0JPXMmJCBc9IaByJPs1CJE.5BYwzfbH8XSc8uLJVpmIXKwzcmdLtbuB.d7VFWgw0DFi.qy.59E.6O-K5jiZsu0VYAgxOg-c349unsgjbwUjlQNixtCgErFJOeGRpTbYWl78fe0k7DPMP0=
Hotel Alison;8.5;3;21, Rue De Surene, 75008, Paris, France;[48.8710461, 2.3202766];https://www.trivago.fr/forward.php?enc=_ojw3Lm.25KEO5agQpFhBvSvkKtEkPHs6CeO8ajHVAoPjEctPcDrtMgu2V3mis7w6M0w9bYa.j1.zIFp8e7HBYQ6lLIpXSJAmjYGeVhu-QPz1Db5Aop16Se3GP9wfkOAWTw6EDEDLMC8S5XIZGEX4EjGN85g=
Hotel Eiffel Ségur;8.0;3;34 boulevard Garibaldi, 75015, Paris, France;[48.8467066, 2.3049985];https://www.trivago.fr/forward.php?enc=_2ZXtPWgcfF.SDjwwk.eNo1enH28ZwceIlGJfyND28dv0NP3h9AFfvB2RWzVm4-1iuu3LDPfwwAIW5bqRkBFLYXZe870HtPheCmU7FYaTlOXPRzRMIVrgHzXPyOemD6AIU.yY7z4kqHxKzeH9MvJjFyQ4G5jR-5wAwLwmUfE=
De Reims;7.6;2;26, rue Hector Malot, 75012, Paris, France;[48.8471388, 2.3775835];https://www.trivago.fr/forward.php?enc=_SbY6UKePy640Aw4oaleoerAn4z.uap2AkGgasSlB0scHDZiWk64LHtKe3fDrClAjtJSYSncQt4aeSH5hkT28vu-ls8jhwXz5Z2z024OuLUxSiEoJY2aufRHV2qflfW2LYcY5.o-wdD5j5Njre.zH4P2YxqncBg==
name;grade;stars;address;gps;link
Hotel Ibis Styles Paris Gare de l'Est TGV;7.5;3;87 Boulevard de Strasbourg, 75010, Paris, France;[48.8758171, 2.3574902];https://www.trivago.fr/forward.php?enc=_JPWyTTkQvYrPsT40Kpv.8lFHiN9LRevtBPq2RullBWsIENqUOhQx2qVCTbKtqYazFw78A2EFXd.65GjeKlyxGfeu82OS7o3Iiqu7g6LbjJBcKmsB9bRbptCFiX.6ritj4hsU-xtTx6idU0sFss65.qJ8ioNv7nSHn87bCH.UoFWUCfMAKCJV0XyTaThiy7nAPbAhLxezLyhmlfTNXAX0wJTuU65RJunMov-zIicMooO5tcYDdfeb-t9yPWgHzwOCJt0vBOwBBzf9BZvVoLYjJBMArVX2ROvIxGpbsMjIo1vvjGpHV2gfjxo4KZwaQdS4ME7keGP.N3ZaGZiYcNax7fGI.6M=
Hotel Soft;8.0;3;52 Rue Des Vinaigriers, 75010, Paris, France;[48.8732534, 2.3600216];https://www.trivago.fr/forward.php?enc=_aeIonqZBdBikpZggSETSyN7Doo7kbxA9FLWUVw.-RzH-gltXB6cXIWknec3h3MtH0T7z7Yt35kiNaHfcxTgxjHr5JWl9mSO-awgUniigdCLL1SKKgzq0KIYAG.A2snLwzg6O8iW.t7nDu6XpEk7AHkZ4jt7Muw==
Hotel Best Western Premier Faubourg 88;8.3;4;88 rue du Faubourg Poissonnière, 75010, Paris, France;[48.8776838, 2.3492087];https://www.trivago.fr/forward.php?enc=_nIv-fu2Yie12pMvm2Av2BuGY8OBJuUvtsxmnwJRvOCrhvKglv4AD2GOx2DMBfEjN6O2UG-UY0KIGMcS8sEnoztcwzgRmxMl6fba3WJUDspHkbkVgOmEciObMCkDqXCgoLxX1UJTbm19Tw6PbSjTqKgdzpEzMwb1k1wBKIpukEWqGIJh.u7dwiXi.YxNbZBIFkLL-TUlnh8lDHlBdnJ6UKgunHxKN-KZFw9haMJ6DdMM0XOIZIepsgGDBfjQC2eHa7SSZ3YiWylC-DwCMtaWUbsVXu3wQGXiRagh9gw==
Hotel Novotel Paris Vaugirard Montparnasse;7.8;4;257, Rue de Vaugirard, 75015, Paris, France;[48.8401287, 2.303616];https://www.trivago.fr/forward.php?enc=_1T0qBrfd1v6of2zPS4LBKP0uAqJN6qs7pOFm2uII94UBZ8XdFE3aq6KzF2dU9aBNHjLRnhNV2HFYwinScvq.RYlnVt5YiY44kWTLYfRzV9Ri7pQdJKBiw35EotIjIXIVScU-HNVumJPGHpJexxiESaIEbB-raJbhG6FFmhladVVYRJ5FTZn5P1ysAwSO7b73Gk0BykPFEDiNgYFDGeiUFys22uhvzHNDrMiZl98M63qtSKzuAYVkT2wlY7m3S9W.UpO2zZaRgI2PST8tgBVTjeRg49E8vPq5fK7kLB-F
Regyn's Montmartre;8.2;2;18 place des Abbesses, 75018, Paris, France;[48.8846283, 2.3381804];https://www.trivago.fr/forward.php?enc=
Yooma Urban Lodge;8.4;;51 quai de Grenelle, Paris, France;[48.85069245, 2.28525187422112];https://www.trivago.fr/forward.php?enc=
Hotel Michelet Odéon;8.1;2;6 place de l'Odéon, 75006, Paris, France;[48.8497541, 2.338212];https://www.trivago.fr/forward.php?enc=_UrY-JOwyrw9QFR8TVUPCMpyMgqytOhKglTf.JIijZDuZO.aK9GgAfJQoBeXVrkExaz71.xfi-NUIvZr4GDkmvWQLdVo4J-b2PLUYM0hQnF5DuqHtqY4vrHNzJ6iPJFTvnCZrLarVrJAdPBI9ZtsEYUhFxfPZXb5fDsueu8Uo
Mercure Paris Tour Eiffel Pont Mirabeau;7.9;4;10 Avenue Emile Zola, 75015, Paris, France;[48.8460981, 2.2788571];https://www.trivago.fr/forward.php?enc=_oXmcxCg30ysw2xGZpm80ygWQARRQeVfp36gdjR0VakWWAOpGQbbm5DNjM1dxJyP7ioU7wVbRcHae3orHv.k-H43dzgybVazPpFvdqvjjTo5jU06PGusLBi0v4Hwplp4LL6ugDGK13q2gvJGLucvZIkjZSxEBSPIoscmnxa4Tvg53tB0bxTp9jiSy6KcL4HK9WcZZ5MDMq7VH5.ANYY9MtBy2ZqTCEbrS0H.DUd7AvyTDOGb7R53DTSsqiQjOpvVozNKOjd.-CNHmOcpIjSWzU80t8lnivrV4XQDIqV6jfBlDYmARNNf3XujAbG.6T34UFMDQKEY4dhPMx-4cmBzUv3ovBas=
Holiday Inn Paris Opera - Grands Blvds;8.0;4;30-32 Boulevard Poissonnière, 75009, Paris, France;[48.8714235, 2.3434208];https://www.trivago.fr/forward.php?enc=
Hotel Best Western Bretagne Montparnasse;7.7;4;33 rue Raymond Losserand, 75014, Paris, France;[48.8354462, 2.3210972];https://www.trivago.fr/forward.php?enc=_OIeYwFL4gkMflI4q-CnFITU-v6-dv0vCd-M7JO110V3IWfQCbnleJuTcQ0umUAyfn5LkLsfF4ljDbZMw-5xOf4tkkq.AFT4fWtN7H0ZIFaULpsi3ac-W5BOTx7WQua7qQW9EJ68dhAKIdWwDNEndrShoIoffj2-dmF04x9VGqdpoDCnfHY5YM2hx2a.GV.b2ms5AZi11tiG4k2LdGojGpxEP
La Comtesse;8.5;4;29, Avenue de Tourville, 75007, Paris, France;[48.8539009, 2.307242];https://www.trivago.fr/forward.php?enc=_x108T9K.LGPoTEcl6e.Y8WZYqXfelJAoAEh8zKSNKhZoUF2V7Eb3-Z6HHkQciYv3ZvTSzcnMgguoArJJslxe0Zh..3tbH431N13UjEGvPHe1wHI0fY1r-tluSMnH7Kese07AUfkvOx-lbZ7VS78.Ev1SKh-PQ4Jkrmv5ZnkN-d1nwh.yxopi8w7Xsur7HJJgFazDsuK.1SKXzEQLl-r2aUlMlvZGO8fewCRt6cQ7MpeNIDZsvuMH4kjHtRKfzWpx-YX9mhP5Xkmr8.tPjtNvFqNxEidZ4l0gMy-vkxGN2hS0XO3d5n3Zkas7ynec-HMWTEDk
Hotel Virgina;8.0;3;66, Rue Père Corentin, 75014, Paris, France;[48.8240238, 2.3274437];https://www.trivago.fr/forward.php?enc=
ibis Paris Montmartre 18th;7.8;3;5, Rue Caulaincourt, 75018, Paris, France;[48.8853086, 2.3302109];https://www.trivago.fr/forward.php?enc=_KJiW4gKfiLl4xGezLg1rRDu4mshfTRp8XpFm3IjVwFS8jRMNZh3FG1wf3JTr1KLOHO.QQYH4Cchxon10mSCYfN4Y6wRnj9ofZ5UrPbHeVd3d0RinKynPr.0Yg84azX6kMCenf4fZ1OY0ry4NouHirJu8EHyTBaTdCTorpH.vHi3ZcoO4uXaFRI0buSlVPi4JKGlFC4zVza6226XyYqT9P.yC.lCVgrww8MOZk6haxt2gjeAhbP9y6Ddpm5gc--F85OGhJ6zYR4xNhKrp8NSMDrxYBzCRCdEKqkbHDHJlvCRt8JNi6fTuq0cwqy2cShLoV8fbJ9aULBAVjrX3NiZk8-wATDg=
Timhotel Paris Gare Montparnasse;7.0;3;20-22, rue de l'arrivée, 75015, Paris, France;[48.8427437, 2.3211716];https://www.trivago.fr/forward.php?enc=_N9IoOTRd7k7yP-xjQAZk9Ms32iAGpwazHvTaP1j90CVkuTIjCY9v3hXvM.QZDMQJshzUu5Gbk0V0o3sbiKb4OtYGDB31rOsjk54Iyk9Kb7TwySgtlz.v6JVahsMumIzU6nfePGgxx9ohI9Jd1QS9W1nfsGsH8iDoIE7rA9M9OjfMjvlt1NtbDWGMJ3ibvPBKz-2mlnfKBxoHF.QrlRSpH5ruZTo79pNNqtxZ6E8kLPp1sSFQbiApSnn4Siw4nXMAVzBAlstzDiT6ZkAU2NLnag==
Astotel - 34B;8.6;3;34, rue Bergère, 75009, Paris, France;[48.8727003, 2.3435855];https://www.trivago.fr/forward.php?enc=_YXox0NDc6jbnBh0zTUUQwg0911rlu9ATTDaDNg6BfMfJcmYdKNMY.JKetaosgO5eA.1nwT3ARpGnXwfXP7pTMNCV7z8749AuGlWDub0S3GmGeVeh8MUadcjRiofZEqSJPLX0wyvq5VVv2zlY27w8GgOIeM-IaGO3SjyPNnDFLe4rOvg9YNPNcQ==
Hotel Auteuil Tour Eiffel;8.1;4;8-10, Rue Félicien David, 75016, Paris, France;[48.8494856, 2.2742921];https://www.trivago.fr/forward.php?enc=
Jenner Hotel;8.4;3;10 Rue Jenner, 75013, Paris, France;[48.8344365, 2.3640119];https://www.trivago.fr/forward.php?enc=
Hôtel Mercure Paris Opéra Garnier;8.2;4;4 rue de l'Isly, 75008, Paris, France;[48.8748982, 2.3260331];https://www.trivago.fr/forward.php?enc=_.vA7sRv-zJlgB3qtMLZV2Dl.IW7gKFcUIeckcha7IlAN08jUgx1dFlTON9VPf1xDkoZHKU0l4IloEefyEkZRSz1GII4fRekydcGCZvQARKgPX9iyDwYuo.ngQBSuU6G.DEgb236b2-RpqXN2eeoDUQdz2yt7V9Ui2ZmqTI901SqRJEQu4LK3TCJ8R2CG65aLpm8eJNVpbFr3Lzcc0u45bhIE9tqyLy6YZnivKY1jlCCzXjX4GzZAFIiUv2tPZmchsfR1f66PvQOqR9wK67ufStsoBYUKP3nsi.uWQ2-40zOxfaV099S4jEEc-Ee86SemeVV61xummkcOkG0htqPKnhoAPJ8=
Daval;7.6;2;21 rue Daval, 75011, Paris, France;[48.8546491, 2.3711233];https://www.trivago.fr/forward.php?enc=_f0KmHbSBpuIVNdlaXi605ZQ494W0Bxt7qsMZgDN1iEhreUQir2rInsrKJ9Hee04nwDZBkM.lKZYVGz58SC.Zujjq5dcbuHSq8.E0wR72KoLmni0t-UJMBSav2416rAot8OZ4phC95C.7l29mEMIafdagMg0=
ibis Paris Gare de Lyon Diderot 12th;7.9;3;31 Bis Boulevard Diderot, 75012, Paris, France;[48.8468857, 2.3818936];https://www.trivago.fr/forward.php?enc=_PH7yDaDGUlVqBawlQLxZ2UhVT9ZuiCgbFH0.elStZXSAebvXW3r07IeIaqWHYlQ3pFmNLCHXCJZn9h4VyRaO9bw-OYwGl2ACdjB0uGRdmMX1DpgxTAPqMw8.7SnVkTL0p-Zo57C62cuerEK0T-.nkTckHnI.m07C4QqwO3xOKZTYOIFD5hDir5K0Xir-2fsn.lIjHwacjnQ2iJ2fZyYH5Oc1zcK4zuU6zGj8CMzyh-Pv2vzFi7X5jOWkhzJt3Jt5FVz8LlHQhvB1kDgxMrOYO0YcOZsWiSSrgj9UlvUj5XrLIpS8zxQ5ASRshnUT6HlIHnWN7ZxhibZQuxKmFQ.ZFpKYiqQ=
Best Western Allegro Nation;8.0;4;33, avenue du Docteur Arnold Netter, 75012, Paris, France;[48.8430418, 2.4051424];https://www.trivago.fr/forward.php?enc=_xIULn5LXbwdyQSzbZQ0XaliVcrfqy1PrevuWK86ukJBQ0KyiVXt-bZ2bECWBZPglIMcj5YVjPyUa--Hsxgka6HEO7Aph0jf0I6udFmzR43sYoaegs7FOr83NcSnYAj34kDrrFjrFehUeW5wSpDX3PSZCgdgTWg==
Madrigal;8.1;;Madrigal, 75015, Paris, France;[48.8421286, 2.3127395];https://www.trivago.fr/forward.php?enc=_oAJXrnNmpgMXrc-EMOTYWuYDsK1lsoH.Y-pqDqNOJE-rRBNkiCP-yw4RiHScnIwp5w4AVMighhfJKX2YjAVbRRUZfgxzW37J-VAWzkqegAmMnR.-7d8cwu7TsPkzEA9q1GC8UXeGH6EcQ4kTI-Dm.PHHlpf36Z8eRWlUlw==
Hôtel de la Terrasse;6.0;1;67, Rue Letort, 75018, Paris, France;[48.897294, 2.3441067];https://www.trivago.fr/forward.php?enc=
Hotel Grenelle Paris Tour Eiffel;7.4;3;140 Boulevard de Grenelle, 75015, Paris, France;[48.848608, 2.2987232];https://www.trivago.fr/forward.php?enc=_fMpUaEhAaCYVXGH4NbZCogViY8cO88qhMqIiM-sCTjiG4TyxRh6oWakbjJX3U8GbT6NffhqlBl14BVb8AUS4QalHjYZ0uZ.9b9Isza1s4eCJDwZG-MpYeDMC7yHzYEjD3xtIZhmo1Ny1XiLAGHl4TncNlPy1KA==
Clarisse;7.5;3;159, Boulevard Lefebvre, 75015, Paris, France;[48.8290014, 2.3005012];https://www.trivago.fr/forward.php?enc=_rxbPDiMKB2Qg-FvQ0Prh8kG0E3MCR0jpsmOlkpr2X9oOBRone.NqdcpSut1k4qsyIWh2OSJwN6UqUJCiMFD89a8n8m2yKzixjb8g.R65QjF7rR3I0V6o4MH4AOGsk20rpKHm.cRJBYj6N9mdC0eSNy-h1wor
name;grade;stars;address;gps;link
Hôtel Mercure Paris Arc de Triomphe Étoile;8.0;4;27 avenue des Ternes, 75017, Paris, France;[48.8783013, 2.2949905];https://www.trivago.fr/forward.php?enc=_Jm1tojfWxMKBb6Mio71IruQ5tbPLFaH7115NULhMlVlbaD26YkK6zXaPmxguE1OgHkOAUYr-NpEkCNpCPTsn.RnYSK1mqcz.NXIYqwJSVTDYQWlC9qTt.-THV9wLlBjLKzCyuVrmRA6lE6froVe4S2AWdmGvnyqeZOkq78RKfdIrwiE6.w5cw2rdmA==
